,class,tweetid,unprocessed_text
8361,c,1201097300304683008,_U On the liquid morphine Barbara! Good stuff. Did you get any when you were being pulled apart?
6076,a,1200527292843335682,_U I apologise. tramadol and stella is makin me abit incohent x
10006,a,1201711205594910721,The 3rd xanax I took today. I feel myself abusing them but idk what to do anymore. I don't want to feel anything anymore. I'm tired.
4821,m,1200116714161287168,_U Got psychotics?  Give 'em Seroquel.
11777,c,1202134577436905477,The list of things I hate about Percocet grows by the day: -Anti-Viagra -Constipating -Makes you sweat like a Gatorade commercial -Its name
6683,m,1200683398106357761,white girl &gt; percs and xanax
8150,c,1201041433198764032,that's a fact though people don't realize xanax is dope. when dope heads buy dope they buy xanax too. i don't wanna be affiliated wit dope.
11945,m,1202185650621030401,_U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U Kolodny constantly bashes opiates as #heroin pills yet when it comes to #suboxone also an #opiate he promotes that
11624,a,1202105241581375489,some of my friends use xanax (recreational wise lmao) and they get so chill i'm about to try some for school lmfaoo
5618,a,1200417261691047937,"it's a race to the finish me line... alcohol in first, Valium a close second"
9538,a,1201476338286309376,I like totally can’t sleep so I took four times my Xanax prescribed dosage 🤭🎀😏
6639,m,1200674423289896960,_U 2 weeks seems like a really long time to wait right now. i think i'm going to investigate ativan or xanax.
7890,c,1200983321263644672,MY BODY HAS NOTHING LEFT TO GIVE I'LL TAKE LIQUID MORPHINE AT THIS POINT WHYYYYYYYYYYyyyyy how's everyone else's Saturday
10025,m,1201713248074162176,this weasel needs oxycodone hydrochloride!
58,m,1198290786678444032,the us is 4.6% of the world's population and accounts for 99% of the world's hydrocodone consumption.
7900,m,1200992866455171072,"you feel sad or angry?   well, it's time to use drugs.   xanax, vicodin, adderall & more."
12152,c,1202229248376889344,i don't really like adderall
10420,c,1201809276060291073,"_U _U Even though I've now been dx w/ #EDS for 8 yrs, I'm still having to argue for a referral to be genetically tested to work out exactly what my metabolic issues are. I process a 4h morphine dose in under 2h, for a start, but my GP insists that's habituation. I know it's NOT."
3998,a,1199825872221593600,"You probably just think im being edgy, im snorting adderall bitch suck this cock just kidding im taking 20/mg perscribed like mr. doc o said. yes sir take ur pills go to work DIE TO THE SYSTEM!!! FLORIDA RETIREMENT IS THE BEST U GET LOL/"
7701,m,1200941930550571009,_U Oxytocin Oxycontin Oxypads
11389,c,1202050686680272896,"_U yep i've still got some diazepam but know i'm not getting any more,really hoping propranolol gets considered as alternative"
530,m,1198472185070997504,"when X said, “I pop the pussy like an adderall” i felt that"
6524,m,1200652695197147136,loves like a needle full of methadone
7062,m,1200772619739582465,everyone is being really aggressive today. can we all just relax and take a chill pill?! xanax is a thing guys.
4660,c,1200008740386283520,seroquel is a fucking disaster
6194,m,1200552556646281217,_U _U lmaoooo i think theres a problem with every team there involving  adderall
5710,c,1200435962679119873,jk i didn't even take adderall  for that one :)
9977,u,1201699830961229825,"if safaree and lyrica really smashed, im done."
1694,m,1199124762288705537,😒😒 rt _U: xanax bar would be fire for u right now rt _U: a lot of snow bunnies here
3392,c,1199655950711500801,Hydrocodone thank you .
8305,a,1201083919740919813,game of thrones and tramadol ⚔💊
3803,m,1199797245408894982,Give ur bitch xanax and weed if she too skinny
1776,m,1199142386326265857,"_U Suboxone or Subutex did not kill your friend. It was the friend that gave your friend the pills, that caused the death of your friend. Sorry about your loss"
11847,a,1202162384456028161,i have one tramadol left and i'll be taking it tonight before i get shit faced 🙃
3521,a,1199741334527057921,i can't imagine what it's like to be addicted to something worse. i was only on xanax for like half a year. jesus. addiction is scary
8514,c,1201134843691749376,"“Don’t give me morphine while I’m sleeping, it’s a waste”"
6688,c,1200683868510212096,god damn i need a pack to the face when i'm on vyvanse
5213,a,1200296096553197568,YOOOO Went into a 2 day coma over Xanax so you can call me lil peep
403,c,1198460926158147584,I love taking my xanax cause it makes me feel like a rapper
1399,c,1199069060601929729,_U Sky Factory + diverticulitis + morphine = it hurts to laugh on so many levels.
11257,c,1201995775506550784,had to stay in the hospital for 5hrs today just for the to torture me with needles and morphine and i still have pain 🙄😞
11436,a,1202063921332576256,_U bruh xanax killing more of my friends then the hood itself these kids gettin the information
11549,m,1202088557764067328,does #futurehive really feel as though they've been snubbed...or is delusion a side effect of too much oxycodone and promethazine
113,m,1198295654885416960,Sir RT _U: Xanax Twitter is on 1 today
4168,c,1199911051124494336,New post in /r/OpiatesRecovery: Anyone had problems with short term gabapentin use? Like i have been taking it nightly to sleep at about 16…
1486,m,1199086009151082501,some dude on tinder just asked me for adderall 😂😂😂
4817,a,1200116235956035584,i need to find adderall by tmrw morning
713,m,1198711821273878530,_U Ativan so I don't even know how that works
1906,c,1199173060928180224,"_U Oh geez, I'm sorry. I was given morphine for post surgery a few yrs ago. That stuff really works."
9981,c,1201700271463829505,An adderall I took this morning and then 5 hours of mental gymnastics got my eyes twitching and my balls tingling
12120,a,1202225542013030400,selling my vyvanse wholesale again🙌🙌🙌
6846,c,1200720647502127106,thank gawd for my adderall 😄
11496,m,1202074462235103232,"""uhm do you guys sell xanax or just those travelers advil?"""
4346,a,1199950687284662272,i'm gonna need some adderall to get me through this week
5765,c,1200446251210346498,"_U Only thing that works for me is Clonazepam. But in truth, you need to see a therapist and discover the root of your anxiety."
10957,c,1201930107113398272,last time i took a xanax i was told about my night when i woke up from a 12 hour nap.
9650,m,1201497366240600071,"_U I was literally screaming during her perf! Patti is Evita, now and forever! I need a valium.... :)"
8307,c,1201084038955569154,where is my xanax whewwwww😓
7337,m,1200835379483627520,Breakout groups reporting out... research question: what does an OB prescribing buprenorphine need to be successful?  #SMFM18
9956,m,1201693579476901888,"coca cola was originally sold as a medicine and said to cure headaches, morphine addiction, and impotence."
92,m,1198293810251550721,just found out the killer whales @ seaworld were on heavy doses of Valium and my good mood has been ruined :)))
7365,m,1200859211183349760,mummy needs a xanax #tcmparty
5709,m,1200435814704041984,_U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U See if the doc will prescribe you tramadol. They don’t like to but if you tell them you are in tremendous pain hopefully they will
4789,u,1200096559146438660,Lyrica baby your range is but so much. Let him sign these other girls
792,m,1198769544568934400,_U _U omg i wish they'd given me a valium butt shot! i thought i was having a heart attack.
1877,m,1199161397558554624,"Fellow anxious peeps, has one ever taken klonopin daily for anxiety? Thoughts? I’m looking at making a change in my medication"
11610,c,1202103621137113088,"Dear Tramadol: please work this time.  Sincerely, Everything that hurts."
9803,c,1201534789611933697,where would i be without my hydrocodone
6146,m,1200543386907885574,😂😂😂😂 but with all that morphine they put in the bloodstream in the ICU sincerely
11532,m,1202086731975208961,u played the viola sophomore year stop doing xanax
2920,c,1199562720779128834,"_U I was quite happy with the morphine I got last time I was in the hospital. Good for special occasions, but not an everyday kind of thing."
3235,a,1199631148164493312,I took a bar and a half then forgot where I put the other half. fuckin Xanax dude
10314,m,1201785320133603328,"I been taking adderall & mixing it with lean , hoping I don’t wake up out my sleep"
4656,c,1200008346495070208,"I haven't slept because idk why, maybe I took my afternoon Adderall too late, so don't be surprised if I have less of a filter than usual today"
9449,m,1201454123113209856,"_U &lt; the woman and guided her head to her chest. “You should sleep,” she offered, knowing the morphine in her system would make that task easy. Addison pressed a kiss to the top of Amelia’s head, sighing into her hair. Something was off though, &gt;"
226,c,1198305476569706496,i'm crashing from that vyvanse at the worst time lol
8193,a,1201050155476279296,these oxycodone has me loopy.
8664,m,1201163140802777088,if i have to pay a ridiculous amount for my migraine tablets i'm gonna fall in front of a bus and hope they give me morphine
9935,m,1201691125553270784,"_U Go edible! Cookies, muffins etc. My mom is terminal. She is 81. They tried to give her morphine! Yes you have to find a dispensary, but, it makes 100 percent difference!"
12343,c,1202278460644823040,This hydrocodone will be my best friend this whole week!
10563,m,1201834103752011777,_U Tramadol is the most popular recreational drug in Egypt.  It can be used as currency. Now do you get it?
2747,m,1199527175713636353,What if Russ was secretly the biggest pothead Xanax user and Coke head of all time I'm calling cover up?🤔  _U
4616,u,1200003739127603200,_U was not mad at A1 for working with Keyshia so DO NOT  COME FOR LYRICA because I will  talk bad to whoever come for her 💯 😘🤣
6058,c,1200525314495074313,Took my seroquel. Now it's time to snuggle down with classical music and relax. ♥ #RememberYourMeds #TakeYoudMeds
1466,m,1199083816150847493,"_U _U _U Narcotic definition:  a drug (such as opium or morphine) that in moderate doses dulls the senses, relieves pain, and induces profound sleep but in excessive doses causes stupor, coma, or convulsions."
12102,m,1202223425865031681,trump looks like he's on a shitload of xanax right now
9035,a,1201356083736039430,i want adderall but i also want xanax at the same time
10617,m,1201852493896044544,"i can't stand type a people outside the workplace/school. if you don't take a xanax and sit the fuck down, you can't control everything."
287,a,1198310635882401797,i took adderall last night and on my life the only time i stopped talking for 2 hours straight was when people were pouring vodka shots from a syringe into my mouth
9096,u,1201366745472258049,yale and schlong ftw my cousin shira gretblinguist elder to lyrica mctiernan ftw
2495,m,1199284687455313921,actually that might just be adderall
394,m,1198460106410790912,_U _U _U _U she had too much valium to control her seizures and abnormal brain anomalies!
2636,m,1199506606439981062,"just like nicotine, hairoween, morphine"
1513,m,1199097239177715712,"""percocet an codeine please don't take my liiife"" -quavo"
4096,a,1199881215907680256,#washingtonsquarepark i once took some adderall and stared at that fountain for what felt like 3 decades.
658,m,1198673309715640327,"_U _U _U this song is latterly magic , i can’t stop listening to it all day long , just like Nicotine heroin morphine 🤯"
11467,c,1202067194890375169,"My hydrocodone is making me so sick to my stomach. I’ve barely eaten because of it. But I don’t have an appetite, either. I’m eating something when I take the meds, but I can’t stomach a lot."
8269,m,1201067505743269890,train conversations: i want to do valium and then drop acid
6739,m,1200697048875634689,hate when people be like “oh your name zan like the drug” no! xanax isn't the same as zan'drea. 😒
4122,m,1199892516193079296,i rmb when my dad was on high dosage of morphine he couldn't recognize me too and let me tell you that was the most painful thing ever.
1359,m,1199065010263252993,"_U _U give me geodon, vyvanse and xanax and i'm good."
338,m,1198454873387405313,"_U _U well, seeing as how randi has her adderall ridden hands all over it, probably not"
4023,c,1199836939781844992,"So I have an appointment with my PCP Thursday, it'll be the first time seeing him since I overdosed. Now I'll have to talk with him and attempt to rebuild the trust so I can keep my scripts. A bit nervous, but Klonopin helps a ton with that. Meh..."
8641,a,1201160917762936833,thnx vyvanse for having me stay up all night wrapping everyone's christmas presents
6793,m,1200702564813160448,"""brittney go catch that dog, it's running all over my room"" ... ight abi i feel u with that morphine"
1268,c,1199046764252352514,To all you OxyContin abusers! Screw you! I have trouble getting mine because of abusers like you. I'm paralyzed and in excruciating pain! FU
11234,m,1201993308882587650,*karen gets ketchup on her white pants* “i’m gonna need some oxycontin for these”  ITS OXYCLEAN MOM
6304,m,1200581242535784449,Anyone had good or bad experiences with neurontin?
4827,a,1200117584483561472,and i will od on coffee and my adderall lol
2540,m,1199349396376293376,some people need to take adderall so they can just focus on themselves and not on my business
10367,m,1201791106251407360,_U _U _U Tramadol is a synthetic opiate similar to Codeine
7162,m,1200796041483816961,"I wish Alex retires at 85 & does his part in heroically saving Social Sec.  He then can look forward to pleasure of going on oxycodone for arthritis of his joints & spine, & having his knees & hips replaced & spending months in recoveries.  At age 85 he won't enjoy retirement."
12907,m,1202453125279432709,if i was a pill popper. id need a xanax right now.
11147,c,1201971152316485632,adderall had me watching protein synthesis & dna youtube videos for 2 hours 😐
10358,a,1201790036611649536,adderall is the only reason i'm going to pass my finals
1698,c,1199125231895547905,also starting tomorrow i'm taking my adderall again.
10402,c,1201803339584933888,Up at 3am on xanax
3070,m,1199596509198798854,_U give her one of your valium and tell her to get over it.
7653,m,1200923976182185985,_U And if they’re on 10 pills of OxyContin?
5235,m,1218820853259022336,vegas is a xanax fen city
8601,u,1201152458757672961,I can’t take Lyrica beauty supply pack hair 🙄😒😭💀 #LHHH
1073,a,1199009679126548480,need adderall to finish this outline
4717,a,1200022830487867394,_U anybody wanna email me a few adderall ?
3786,m,1199786870986739718,_U i will bring morphine
12340,c,1202278197095739392,"oh i hate fucking health insurance. my new one kicks in sept 1st. hey thats ok, only been out of my adderall 2+ weeks, doin fine...#assholes"
5451,a,1200378763944574976,ah i am so stupid i have a 2000 word essay due tomorrow at 330pm and i don't even have the title 😭😭😭 someone hand me some adderall
1068,c,1199009191370919937,"doing an experiment. no gabapentin today, see how i feel tomorrow. hope the burning later isn't too bad. hug is bad early today, hurts.  :("
10853,m,1201906629488324608,and on the third day adderall fell from heaven and all the college kids rejoiced
13042,m,1202481278420946944,"_U _U What will dreamgirls do when _U is re-elected to a 2nd term? Ask for an increase for the Alprazolam, jump out a window or move to CAN? Have you noticed Democrats NEVER threaten to move MEX, the racists they really are?"
7514,m,1200896141132533761,Have migraines?You probably have OCD.This causes a total eclipse of the heart.Try Abilify
10409,m,1201804004877066240,_U Get on the melatonin/diazepam/benzoids lol
807,m,1198796900482326530,"_U _U _U _U Thank you Eleanor, I googled cause of death Prince and came up with article from 2016 stating he had a bottle of hydrocodone that was actually illicit fentanyl formed in to what appeared to be hydrocodone. Thanks again"
3982,a,1199824400012451843,"the oxycontin and the syrup got me lookin in the mirror like ""is you a dope fiend or a dopeboy?"""
4770,m,1200028125159145473,"_U it will better society by mixing neighborhoods. ""ever since that methadone clinic moved in i've been saving 60% on my commute."""
4705,m,1200021464193388551,morphine wooooooooo
1409,m,1199078532036648962,"_U Anxiety: Don't worry, the world is coming to an end!  Brain: Uhh, that's not reassuring...  Me: Shut up! &lt;slaps both with Xanax&gt;"
8593,a,1201143218173337600,after I wash out this hair dye I’m taking a Xanax and knocking tf out
1280,m,1199048290999902209,"_U ... lol spreading #propaganda - frail hillary!!!!!!!!!  allergies, concussions, diazepam .... now pneumonia.  frail hillary!!!!!"
3313,c,1199647855268564993,remember that one time i messaged my YWAM leader and told him how much i loved morphine when i was drugged up?
11915,m,1202178184931876864,_U *he says while on adderall & klonopin*
6395,m,1200603115441008640,#happyeaster should doctors be held criminally responsible 4 prescribing risperidone 2 dementia patients in long term #care homes #canada
7259,m,1200818424710156288,have contradictory feelings?you probably have substance abuse.this causes infertility.try methadone
5024,m,1200243307676413953,"_U Spectre,,, I am paging your nurse to give you more morphine because I am starting to grow concerned"
1248,m,1199044942175322113,yung vyvanse out here taking hella l's.
5694,m,1200425788283277313,im so nervous i need 50 xanax and a horse tranquilizer and to be carried everywhere in a stretcher and constantly sang to like a little baby
7593,m,1200908917930364929,"my head.  I’ve never been the same, in fact it has gotten worse now that she has started chemo. She is on morphine 24 hours a day to deal"
4242,a,1199931149604270080,i took an extra adderall to work on making my resume look nice but now i cannot give a fuck im gonna go read wikipedia
11914,m,1202178037091053568,"I just saw the worst story on the news.  Apparently addicts are purposely injuring their pets, taking them to the vet, and using this incident to take the Tramadol for themself. 😠😡"
2560,c,1199490511721107458,"i am like inbox zero, but also i would rather take a klonopin tonight."
1996,m,1199182730946338816,"You don’t think the powers that be didnt put an equation of “trauma-saturated, poverty stricken black kids” and “Xanax” together?"
6908,m,1200743152421871621,my prof talked about how adderall is bad & i thought about something funny & we made eye contact & i laughed & now she thinks i do adderall
3543,m,1199743683152797698,"_U Artie was SO sick he couldn't call his employer...doubt it. Pretty sure when he did the SMACK either he took his normal amount and OD'd or it didn't mix with the suboxone. How many hospital stays is this in year, anyone have a calculator ?"
4185,m,1199912719719313408,_U Oh this is great news. Klonopin made R’s anxiety issues so much better. I hope it helps !
12862,a,1202439749396553728,took an adderall so i can write a paper that's due tomorrow but instead im holding a 9 hour conversation with _U #stillgoing
11968,c,1202187832728674304,"Had a dream and my dad said ""Joel get your shit together"". No more Xanax 💯"
819,c,1198806548409147392,_U i take seroquel rn for sleep which works but im trying to get off that if the trazadone helps
1839,c,1199157329062768641,"_U I had a 2 teeth pulled about 2 years ago. It was only $75/tooth. Hub had 2 wisdom teeth pulled last year. $180 total. Half priced dental. They didn’t accept our insurance. Excellent care, but no gas. I had to have a Valium though and nearly had a panic attack. Good luck!"
4947,m,1200167886335156225,#WhatTheWorldReallyNeeds is more Xanax. Damn.
6559,c,1200656901614309382,_U i typed this while frantically rummaging around my apartment bc i lost my adderall scripts and took my last pill today and have NO CLUE where they are
5360,c,1200346517518868481,"getting a library card, license and an adderall prescription in philly is so difficult for no reason"
2043,c,1199196013828988928,_U seroquel doesn’t work for me anymore 😩. i’m on it now but i’m hoping to be switched to something else when i go to my next psychiatrist appointment
8632,a,1201160006059675650,just drank a large iced coffee after taking my vyvanse and i'm feeling goooood
10472,m,1201815584796790784,_U _U Same with the meds. Hydrocodone Nasty stuff.
11317,c,1202018485125206016,love talking to people when i'm on adderall
3621,m,1199760320765538305,zyprexa for the longest time didn't have any generic form because lilly miller refused to consider letting the $$$ go. $500 avr for 30 pills
830,m,1198814649036263426,so proud to say i’ve never popped a Xanax and i never will
9649,m,1201497214050357249,_U didn't this come up in pre-op appointment? it should. they can give you valium to take before you even leave for hospital.
12763,m,1202368659718639621,_U Have you seen how small the cars have to be for this thing to work properly. Anyone slightly claustrophobic ot over 6 feet tall is going to have to take a Valium to ride this comfortably.
7077,c,1200774407154737152,_U what are you taking? maybe you need a long-term management like a patch? i've been on gabapentin &gt; a month & it is helping
10039,u,1201714880442765312,"I’m sorry, lyrica is just um.. maybe I’m insensitive."
538,c,1198472892989751296,tramadol is not cutting it anymore..
9462,m,1201455403168665601,"_U _U take tramadol for tooth ache, it will also help you sleep with 5mg valium"
4266,m,1199933637132718080,"_U The family properly never donate to Museum of the Fur Trade because fake news the activity of trapping receives from HSUS and others; but I stand with the Sackler family to donate Harvard Museum. It is not OxyContin it is induvial responsibility, no #shameonsackler"
8453,m,1201115778180886529,Rip only can get klonopin
13109,m,1202496565295878144,this one is on methadone discrimination. it explains in detail how methadone maintenance patients are discriminated against.
11767,a,1202133435541839872,high stress shopping low stress shopping im really stoned shopping shopping on lsd shopping on adderall shopping in all sort of environments
8391,a,1201100336536150016,finals week aka adderall szn
11601,m,1202102702530019328,have an extra toe?you probably have kleptomania.this causes bellybutton growth.try xanax
5959,m,1200502072132734984,"dominick was one of the overall smartest kids i knew growing up. we were all smart, but he always put school first. xanax is bullshit yo"
5653,m,1218821980922748928,"lol no. none are anti-psychotics. dextromethorphan is robitussin, clonazepam is for anxiety like xanax, and fluoxetine is prozac. wtf fringe"
8778,a,1201188121225912325,i just took 2 xanax in class hope this goes well...
8851,c,1201315257613991936,i just took a vyvanse and am terrified
12436,m,1202300421223657473,_U I need a drip and Valium ..I can’t deal
12804,c,1202389107860819977,clonazepam is a life saver.  #anxiety #anxietyproblems
6203,c,1200561798858055683,_U _U Such a long story. TL;DR version I had a kidney stone. They put in a stent this morning. Hopped up on hydrocodone I decided it would be a good idea to work on my car. Cut to wedding ring being driven to the bone.
1070,m,1199009365417701376,_U Be super careful with Xanax.. it’s killing a lot of people
214,c,1198304429008666625,I have all of the side effects caused by Lyrica because of Tennessee football
3810,m,1199797844154224641,Tv always gets klonopin wrong tho they act like it literally knocks ppl out as if I was prescribed such a high dose just so I could function
9664,m,1201502933378043904,_U yea it oxycodone
9003,c,1201352221813878786,"_U A doctor (eventually arrested, tried, and convicted of Medicare fraud!) put me on Methadone and then kicked me to the curb! I wound up in the hospital in severe drug withdrawal!"
12745,u,1202366744154820608,Lyrica and Safaree.... whew chile
8348,c,1201095696075673600,anyone one who is on or has been 150mg or less of #quetiapine think they could scream at someone in a rage for 15 minutes because i did and my dr told me i was having an anxiety attack (it was him i was screaming at because he put depression and anxiety on my drs note) wtaf!!
2887,m,1199550725573005312,-_U needs to drop a anti xanax tee
4980,m,1200171219120795648,i soaked my contacts in synthetic adderall for this am
8407,m,1201110503751327744,bottles of adderall #ornamentfails
5701,m,1200434988975640576,"_U its the whole ""staying sharp during the grind of the long season"" thing. don't want adderall use? shorten the season"
5321,u,1200342507831332866,WELCOME BACK GUYS AND GAL..... TO EMAIN TV... I GOT ANOTHER EPISODE OF [ REACTION DAY ] ....  I WILL BE REACTING TO ALEXIS BEAUREGARD CHOREOGRAPHY TO THE SONG[ RENT] SONG BY LYRICA ANDERSON... SO COME WATCH IT WITH ME ON EMAIN TV.....
9599,m,1201483174091644929,i am prisoner locked up behind xanax barzz
10132,c,1201737038149672962,man xanax is such a terrible feeling now
10883,a,1201914037975552001,i'm going to start posting a #daily #druglog so here goes 2 bowls of weed 1 and still going bottles of wine 6 ativan .5s 1 depakote 1 prozac
5465,m,1200380285503856640,i'm fucking done i need a valium xanax motherfuckin kpin cocktail  i can't handle this shit
8408,m,1201110664183525376,home-made adderall
3877,m,1199805299965808640,74 days ago I stopped smoking but think I'm going to be a chain smoking valium popping alcoholic come 4.30 today - my nerves are shattered already! C'mon Rangers 🔴⚪🔵
631,m,1198655010508300288,"_U _U _U _U Exactly! Bupe & methadone suck at pain control for most & those who cannot tolerate or react poorly are screwed. Just more medical handcuffs for people. Inhumane, illogical, & quite frankly just bad medicine!"
1325,c,1199061280277041153,"_U Vyvanse is an appetite suppressant, and when I was in the Uk I .. well got my schedule messed up so I'm paying for it now"
1603,m,1199115023613857792,i really just can't wrap my head around people taking xanax for fun while some have to take it to get through the day.
7911,c,1200994207273553920,_U Man the hydrocodone gave me extreme hiccups so I had to double up on the ice cream
4977,u,1200170934264639488,Lyrica and Ginny wow actual girlfriends
12505,u,1202316656225214470,_U Dude always liked your music- saw u in the Morphine Doc & feel you are carrying on that  Boston Vibe out there IN LA THANX
4160,c,1199909955370921984,it's official.. i need a prescription for adderall
997,m,1198924451569635328,"When Josh Homme said “nicotine, valium, vicodin, marijuana, ecstasy and alcohol” yo I felt that shit hun xx"
3583,m,1199748177601220608,i ultimately just want a xanax prescription
4479,m,1199972653009973253,_U And overwhelmingly only offered bupe or methadone.
667,u,1198679458028433409,So Lyrica came up there just to give him so head ? #LHHH
9840,m,1201671613080625155,"_U Oxycodone. A nonaddictive super strong painkiller sounds too good to be true, because it is."
8401,c,1201109717415813120,shld of taken adderall to help me years ago
2160,a,1199223264062660609,_U why not just take vyvanse it's like super aderol and my friend keep buying my scripts
11190,m,1201979958106738693,_U my sister after 2 abortion of 6 weeks is taken zyprexa and antidepressant
10414,c,1201804525709004803,"Morphine doesn't work for jack SHIT on me  HARDER, I NEED HARDER DRUGS"
4528,c,1199986068252221441,klonopin has saved my life
611,m,1198535792626454529,_U _U yeah--the add diagnosis came in gr 1. off adderall now and i think that drug was like poison to him.
12237,c,1202251032031617024,fuck adderall all the shit does is make me depressed af
9598,m,1201483084958490625,"_U They're mild sedatives, probably something similar to valium aka Diazepam."
5407,m,1200370266674741248,"_U You work in Tesco, not Harrod's... you've told me all about Methadone Mondays! 😂😂😂 Shame though... would've been nice to watch you fall asleep drunk on my couch again! 😂😂😂 xx"
11619,c,1202104577404915713,i have got to stop taking vyvanse toward the en of the day on school days
3464,m,1199726666572058629,she told me lean over and pop a oxycontin
10913,m,1201925308980629504,_U Or a case of the bourbon mouth or the OxyContin mouth or th stroke mouth
11882,c,1202166281111318528,when i take adderall my handwriting gets significantly better
7081,m,1200774940305305600,_U _U Breach of the misuse of drugs act as Well? As tramadol is scheduled and a class C?
874,m,1198845426314743809,_U _U  ...my doctor literally said she thought i was i needed 26 ativan at that moment
2843,m,1199545818463776768,u know ur neighbor is on adderall when she's taking notes in a notebook about the syllabus that's next to her #cracked
2444,c,1199279229462036480,"LRT the replies are a dumpster fire of ableist bullshit. Like straight up, I’m the trifecta, sick, disabled, and poor, and my life is actually pretty amazing. Like I’m up right now feeling like shit from coming off risperdal and my life is still awesome."
8649,a,1201161672972521473,"this hydrocodone got a nigga bout gone. swear it just took me a good 30 seconds to type the work ""gone""."
1723,m,1199136237841453056,"You smoke weed, and add up Tramadol with coke. Few minutes later, You hear chooboi, chooboi, In your head, It’s a set up my brother. The moment you respond 'Yie'!, U are mad  😂😂😂 Gudnite Fams 🌑🌚"
3691,a,1199768079980548102,_U  I’m a opiate addict thinking of going on suboxone myself I’m wondering if your still on it and recommend it or not ?
10179,c,1201742346209169409,This hydrocodone boutta have me slump again
8923,c,1201335312041021440,"3 hours of sleep but like it’s okay because, adderall."
11879,m,1202165976168574976,elohim -the wave -xanax -fuck your money
4751,c,1200026042922090496,lying in the grass with my pup was more calming than my lorazepam
10885,m,1201914241370001408,_U adderall is for people who need adderall
11776,m,1202134459178508288,xanax spelled backwards is racecar 😱😱😱
8136,a,1201039769624551424,hey _U  i got 3 adderall
4012,m,1199835690483290112,i need a freaking xanax before i go into walmart. this place is a shit show.
1503,a,1199096260608827392,my parents hid the alcohol so i'm just gonna take a lorazepam
3011,m,1199589865299599360,"I went to mars and bought some xanax bars to go to sleep, i left Future in Pluto cause that boy was toooo geeked"
8667,a,1201163576490283010,i don't feel ready to quit doing drugs and alcohol so early nor do i want to take abilify again so i'm just a huge mess right now
6281,m,1200570271075315713,_U #highhillary needs to get back to her sweet morphine drip why cant huma deal with the presidential stuff??
6347,m,1200590597335191553,Regarding #Egypt #Tramadol #Travel #Legal Are lists of substances or medicines not permitted available to clients of travel companies/airlines?
6139,a,1200542611783770113,so i've been excited about #oitnb coming on at midnight cst. now thats changed to 3am. the fuck _U ! i took an adderall for nothing?!
4505,c,1199983541343465472,diazepam fucks me up man it fucks me up
7463,c,1200882012384612355,my stomach and shoulder hurt like hell. i can't wait for this oxycodone to kick in.
3052,m,1199594385039675392,_U If anybody needs Adderall it's you#Focus #PayAttentionLongerThan2Minutes
1199,m,1199031244392161285,_U I think that the Republicans needed Xanax or some Prozac today! lol 😂😄😅
11525,m,1202085906867466245,"i take quaaludes 10-15 times a day, adderall to stay focused, xanax to take the edge off, cocaine to wake me back up again and morphine"
304,m,1198452016034529281,_U _U _U _U We see addicts who claim sobriety but have been on methadone for 10 years!  SMH
10330,m,1201786927038504961,_U yes i know of the drug abilify what about it
3496,m,1199730288106123264,i think they put morphine in this hash
9752,c,1201520831261794306,I went to the pharmacy to pick up Klonopin and a large roll of duct tape so I decided to look “less suspicious” by also buying a handful of hideous discounted hair bands. A+
1470,m,1199084193508184065,"My biggest fear is if I let you go, you’ll come and get me in my sleep. #sandman #morphine #bluest"
9657,m,1201498107307016192,Xanax is no joke. Just one time is all it takes to become hooked. And that shit will ruin your life.
7152,m,1200794911622258688,"been awake all night, perhaps i need diazepam"
12003,m,1202199940870606848,literally zero pharmacies carry adderall
13036,m,1202480483302625281,_U and the valium mate 😲😲😲
1052,m,1199007410700144643,"_U Glenn still doing so much blow that he doesn’t know WHO to be pissed off at this morning. Take a Valium and go to bed, willya?"
4607,m,1200002778002837504,why won't my doctors prescribe me morphine for tomorrow's procedure? #thursdaythoughts
11807,m,1202158102856060930,i feel like we should start a gofundme campaign to send xanax and zoloft to riverdale.
11886,m,1202166738495983616,_U Dear Mam please help no oxycodone available in Ocala FL seniors on maintenance cancer patients etc need legitimate drug plan needs revamp Thank You Ken Roberts
5302,m,1200340247135084546,_U These poor kids and people 😕 how can we keep them from the medicine that works. But we will push OxyContin on everyone for 10+ years and that cool 😡 lying about it’s safety. They just want you to buy their drugs!
360,a,1198457117679718400,2 adderall i'm rollin !!!
12508,c,1202317020433436674,She needs to stop ringing me in the middle of the night and expecting me to “forget” I’m disabled while I help her out of her crapulence!! I’ve come home and am now taking oxycodone to deal with the pain!
9662,m,1201498548510056448,_U did u try to take a valium shot i heard it helps in extreme cases 🙁
10721,m,1201876267525640194,_U _U I don't know but apparently doggy xanax is much stronger than human xanax
12019,m,1202201499264258050,"peeling off like a band aid, noddin' off on the xanax"
10738,u,1201877957851205632,I'M SO TIRED OF THIS BIRD NEST ON LYRICA'S HEAD
10513,c,1201828803359760384,"_U _U ahh ok. from personal experience, gabapentin less well tolerated compared to pregabalin though!"
